pokedex_number,name,catch_rate,status,species,hp,attack,defense,sp_attack,sp_defense,speed
646,Black Kyurem,3,Legendary,Boundary Pokémon,125,170,100,120,90,95
646,White Kyurem,3,Legendary,Boundary Pokémon,125,120,90,170,100,95
647,Keldeo Ordinary Forme,3,Mythical,Colt Pokémon,91,72,90,129,90,108
647,Keldeo Resolute Forme,3,Mythical,Colt Pokémon,91,72,90,129,90,108
648,Meloetta Aria Forme,3,Mythical,Melody Pokémon,100,77,77,128,128,90
648,Meloetta Pirouette Forme,3,Mythical,Melody Pokémon,100,128,90,77,77,128
649,Genesect,3,Mythical,Paleozoic Pokémon,71,120,95,120,95,99
650,Chespin,45,Normal,Spiny Nut Pokémon,56,61,65,48,45,38
651,Quilladin,45,Normal,Spiny Armor Pokémon,61,78,95,56,58,57
652,Chesnaught,45,Normal,Spiny Armor Pokémon,88,107,122,74,75,64
653,Fennekin,45,Normal,Fox Pokémon,40,45,40,62,60,60
654,Braixen,45,Normal,Fox Pokémon,59,59,58,90,70,73
655,Delphox,45,Normal,Fox Pokémon,75,69,72,114,100,104
656,Froakie,45,Normal,Bubble Frog Pokémon,41,56,40,62,44,71
657,Frogadier,45,Normal,Bubble Frog Pokémon,54,63,52,83,56,97
658,Greninja,45,Normal,Ninja Pokémon,72,95,67,103,71,122
658,Ash-Greninja,45,Normal,Ninja Pokémon,72,145,67,153,71,132
659,Bunnelby,255,Normal,Digging Pokémon,38,36,38,32,36,57
660,Diggersby,127,Normal,Digging Pokémon,85,56,77,50,77,78
661,Fletchling,255,Normal,Tiny Robin Pokémon,45,50,43,40,38,62
662,Fletchinder,120,Normal,Ember Pokémon,62,73,55,56,52,84
663,Talonflame,45,Normal,Scorching Pokémon,78,81,71,74,69,126
664,Scatterbug,255,Normal,Scatterdust Pokémon,38,35,40,27,25,35
665,Spewpa,120,Normal,Scatterdust Pokémon,45,22,60,27,30,29
666,Vivillon,45,Normal,Scale Pokémon,80,52,50,90,50,89
667,Litleo,220,Normal,Lion Cub Pokémon,62,50,58,73,54,72
668,Pyroar,65,Normal,Royal Pokémon,86,68,72,109,66,106
669,Flabébé,225,Normal,Single Bloom Pokémon,44,38,39,61,79,42
670,Floette,120,Normal,Single Bloom Pokémon,54,45,47,75,98,52
671,Florges,45,Normal,Garden Pokémon,78,65,68,112,154,75
672,Skiddo,200,Normal,Mount Pokémon,66,65,48,62,57,52
673,Gogoat,45,Normal,Mount Pokémon,123,100,62,97,81,68
674,Pancham,220,Normal,Playful Pokémon,67,82,62,46,48,43
675,Pangoro,65,Normal,Daunting Pokémon,95,124,78,69,71,58
676,Furfrou,160,Normal,Poodle Pokémon,75,80,60,65,90,102
677,Espurr,190,Normal,Restraint Pokémon,62,48,54,63,60,68
678,Meowstic Male,75,Normal,Constraint Pokémon,74,48,76,83,81,104
678,Meowstic Female,75,Normal,Constraint Pokémon,74,48,76,83,81,104
679,Honedge,180,Normal,Sword Pokémon,45,80,100,35,37,28
680,Doublade,90,Normal,Sword Pokémon,59,110,150,45,49,35
681,Aegislash Blade Forme,45,Normal,Royal Sword Pokémon,60,150,50,150,50,60
681,Aegislash Shield Forme,45,Normal,Royal Sword Pokémon,60,50,150,50,150,60
682,Spritzee,200,Normal,Perfume Pokémon,78,52,60,63,65,23
683,Aromatisse,140,Normal,Fragrance Pokémon,101,72,72,99,89,29
684,Swirlix,200,Normal,Cotton Candy Pokémon,62,48,66,59,57,49
685,Slurpuff,140,Normal,Meringue Pokémon,82,80,86,85,75,72
686,Inkay,190,Normal,Revolving Pokémon,53,54,53,37,46,45
687,Malamar,80,Normal,Overturning Pokémon,86,92,88,68,75,73
688,Binacle,120,Normal,Two-Handed Pokémon,42,52,67,39,56,50
689,Barbaracle,45,Normal,Collective Pokémon,72,105,115,54,86,68
690,Skrelp,225,Normal,Mock Kelp Pokémon,50,60,60,60,60,30
691,Dragalge,55,Normal,Mock Kelp Pokémon,65,75,90,97,123,44
692,Clauncher,225,Normal,Water Gun Pokémon,50,53,62,58,63,44
693,Clawitzer,55,Normal,Howitzer Pokémon,71,73,88,120,89,59
694,Helioptile,190,Normal,Generator Pokémon,44,38,33,61,43,70
695,Heliolisk,75,Normal,Generator Pokémon,62,55,52,109,94,109
696,Tyrunt,45,Normal,Royal Heir Pokémon,58,89,77,45,45,48
697,Tyrantrum,45,Normal,Despot Pokémon,82,121,119,69,59,71
698,Amaura,45,Normal,Tundra Pokémon,77,59,50,67,63,46
699,Aurorus,45,Normal,Tundra Pokémon,123,77,72,99,92,58
700,Sylveon,45,Normal,Intertwining Pokémon,95,65,65,110,130,60
701,Hawlucha,100,Normal,Wrestling Pokémon,78,92,75,74,63,118
702,Dedenne,180,Normal,Antenna Pokémon,67,58,57,81,67,101
703,Carbink,60,Normal,Jewel Pokémon,50,50,150,50,150,50
704,Goomy,45,Normal,Soft Tissue Pokémon,45,50,35,55,75,40
705,Sliggoo,45,Normal,Soft Tissue Pokémon,68,75,53,83,113,60
706,Goodra,45,Normal,Dragon Pokémon,90,100,70,110,150,80
707,Klefki,75,Normal,Key Ring Pokémon,57,80,91,80,87,75
708,Phantump,120,Normal,Stump Pokémon,43,70,48,50,60,38
709,Trevenant,60,Normal,Elder Tree Pokémon,85,110,76,65,82,56
710,Pumpkaboo Average Size,120,Normal,Pumpkin Pokémon,49,66,70,44,55,51
710,Pumpkaboo Small Size,120,Normal,Pumpkin Pokémon,44,66,70,44,55,56
710,Pumpkaboo Large Size,120,Normal,Pumpkin Pokémon,54,66,70,44,55,46
710,Pumpkaboo Super Size,120,Normal,Pumpkin Pokémon,59,66,70,44,55,41
711,Gourgeist Average Size,60,Normal,Pumpkin Pokémon,65,90,122,58,75,84
711,Gourgeist Small Size,60,Normal,Pumpkin Pokémon,55,85,122,58,75,99
711,Gourgeist Large Size,60,Normal,Pumpkin Pokémon,75,95,122,58,75,69
711,Gourgeist Super Size,60,Normal,Pumpkin Pokémon,85,100,122,58,75,54
712,Bergmite,190,Normal,Ice Chunk Pokémon,55,69,85,32,35,28
713,Avalugg,55,Normal,Iceberg Pokémon,95,117,184,44,46,28
714,Noibat,190,Normal,Sound Wave Pokémon,40,30,35,45,40,55
715,Noivern,45,Normal,Sound Wave Pokémon,85,70,80,97,80,123
716,Xerneas,45,Legendary,Life Pokémon,126,131,95,131,98,99
717,Yveltal,45,Legendary,Destruction Pokémon,126,131,95,131,98,99
718,Zygarde 50% Forme,3,Legendary,Order Pokémon,108,100,121,81,95,95
718,Zygarde 10% Forme,3,Legendary,Order Pokémon,54,100,71,61,85,115
718,Zygarde Complete Forme,3,Legendary,Order Pokémon,216,100,121,91,95,85
719,Diancie,3,Mythical,Jewel Pokémon,50,100,150,100,150,50
719,Mega Diancie,3,Mythical,Jewel Pokémon,50,160,110,160,110,110
720,Hoopa Hoopa Confined,3,Mythical,Mischief Pokémon,80,110,60,150,130,70
720,Hoopa Hoopa Unbound,3,Mythical,Djinn Pokémon,80,160,60,170,130,80
721,Volcanion,3,Mythical,Steam Pokémon,80,110,120,130,90,70
722,Rowlet,45,Normal,Grass Quill Pokémon,68,55,55,50,50,42
723,Dartrix,45,Normal,Blade Quill Pokémon,78,75,75,70,70,52
724,Decidueye,45,Normal,Arrow Quill Pokémon,78,107,75,100,100,70
725,Litten,45,Normal,Fire Cat Pokémon,45,65,40,60,40,70
726,Torracat,45,Normal,Fire Cat Pokémon,65,85,50,80,50,90
727,Incineroar,45,Normal,Heel Pokémon,95,115,90,80,90,60
728,Popplio,45,Normal,Sea Lion Pokémon,50,54,54,66,56,40
729,Brionne,45,Normal,Pop Star Pokémon,60,69,69,91,81,50
730,Primarina,45,Normal,Soloist Pokémon,80,74,74,126,116,60
731,Pikipek,255,Normal,Woodpecker Pokémon,35,75,30,30,30,65
732,Trumbeak,120,Normal,Bugle Beak Pokémon,55,85,50,40,50,75
733,Toucannon,45,Normal,Cannon Pokémon,80,120,75,75,75,60
734,Yungoos,255,Normal,Loitering Pokémon,48,70,30,30,30,45
735,Gumshoos,127,Normal,Stakeout Pokémon,88,110,60,55,60,45
736,Grubbin,255,Normal,Larva Pokémon,47,62,45,55,45,46
737,Charjabug,120,Normal,Battery Pokémon,57,82,95,55,75,36
738,Vikavolt,45,Normal,Stag Beetle Pokémon,77,70,90,145,75,43
739,Crabrawler,225,Normal,Boxing Pokémon,47,82,57,42,47,63
740,Crabominable,60,Normal,Woolly Crab Pokémon,97,132,77,62,67,43
741,Oricorio Baile Style,45,Normal,Dancing Pokémon,75,70,70,98,70,93
741,Oricorio Pom-Pom Style,45,Normal,Dancing Pokémon,75,70,70,98,70,93
741,Oricorio Pa'u Style,45,Normal,Dancing Pokémon,75,70,70,98,70,93
741,Oricorio Sensu Style,45,Normal,Dancing Pokémon,75,70,70,98,70,93
742,Cutiefly,190,Normal,Bee Fly Pokémon,40,45,40,55,40,84
743,Ribombee,75,Normal,Bee Fly Pokémon,60,55,60,95,70,124
744,Rockruff,190,Normal,Puppy Pokémon,45,65,40,30,40,60
744,Own Tempo Rockruff,190,Normal,Puppy Pokémon,45,65,40,30,40,60
745,Lycanroc Midday Form,90,Normal,Wolf Pokémon,75,115,65,55,65,112
745,Lycanroc Midnight Form,90,Normal,Wolf Pokémon,85,115,75,55,75,82
745,Lycanroc Dusk Form,90,Normal,Wolf Pokémon,75,117,65,55,65,110
746,Wishiwashi Solo Form,60,Normal,Small Fry Pokémon,45,20,20,25,25,40
746,Wishiwashi School Form,60,Normal,Small Fry Pokémon,45,140,130,140,135,30
747,Mareanie,190,Normal,Brutal Star Pokémon,50,53,62,43,52,45
748,Toxapex,75,Normal,Brutal Star Pokémon,50,63,152,53,142,35
749,Mudbray,190,Normal,Donkey Pokémon,70,100,70,45,55,45
750,Mudsdale,60,Normal,Draft Horse Pokémon,100,125,100,55,85,35
751,Dewpider,200,Normal,Water Bubble Pokémon,38,40,52,40,72,27
752,Araquanid,100,Normal,Water Bubble Pokémon,68,70,92,50,132,42
753,Fomantis,190,Normal,Sickle Grass Pokémon,40,55,35,50,35,35
754,Lurantis,75,Normal,Bloom Sickle Pokémon,70,105,90,80,90,45
755,Morelull,190,Normal,Illuminating Pokémon,40,35,55,65,75,15
756,Shiinotic,75,Normal,Illuminating Pokémon,60,45,80,90,100,30
757,Salandit,120,Normal,Toxic Lizard Pokémon,48,44,40,71,40,77
758,Salazzle,45,Normal,Toxic Lizard Pokémon,68,64,60,111,60,117
759,Stufful,140,Normal,Flailing Pokémon,70,75,50,45,50,50
760,Bewear,70,Normal,Strong Arm Pokémon,120,125,80,55,60,60
761,Bounsweet,235,Normal,Fruit Pokémon,42,30,38,30,38,32
762,Steenee,120,Normal,Fruit Pokémon,52,40,48,40,48,62
763,Tsareena,45,Normal,Fruit Pokémon,72,120,98,50,98,72
764,Comfey,60,Normal,Posy Picker Pokémon,51,52,90,82,110,100
765,Oranguru,45,Normal,Sage Pokémon,90,60,80,90,110,60
766,Passimian,45,Normal,Teamwork Pokémon,100,120,90,40,60,80
767,Wimpod,90,Normal,Turn Tail Pokémon,25,35,40,20,30,80
768,Golisopod,45,Normal,Hard Scale Pokémon,75,125,140,60,90,40
769,Sandygast,140,Normal,Sand Heap Pokémon,55,55,80,70,45,15
770,Palossand,60,Normal,Sand Castle Pokémon,85,75,110,100,75,35
771,Pyukumuku,60,Normal,Sea Cucumber Pokémon,55,60,130,30,130,5
772,Type: Null,3,Sub Legendary,Synthetic Pokémon,95,95,95,95,95,59
773,Silvally,3,Sub Legendary,Synthetic Pokémon,95,95,95,95,95,95
774,Minior Meteor Form,30,Normal,Meteor Pokémon,60,60,100,60,100,60
774,Minior Core Form,30,Normal,Meteor Pokémon,60,100,60,100,60,120
775,Komala,45,Normal,Drowsing Pokémon,65,115,65,75,95,65
776,Turtonator,70,Normal,Blast Turtle Pokémon,60,78,135,91,85,36
777,Togedemaru,180,Normal,Roly-Poly Pokémon,65,98,63,40,73,96
778,Mimikyu,45,Normal,Disguise Pokémon,55,90,80,50,105,96
779,Bruxish,80,Normal,Gnash Teeth Pokémon,68,105,70,70,70,92
780,Drampa,70,Normal,Placid Pokémon,78,60,85,135,91,36
781,Dhelmise,25,Normal,Sea Creeper Pokémon,70,131,100,86,90,40
782,Jangmo-o,45,Normal,Scaly Pokémon,45,55,65,45,45,45
783,Hakamo-o,45,Normal,Scaly Pokémon,55,75,90,65,70,65
784,Kommo-o,45,Normal,Scaly Pokémon,75,110,125,100,105,85
785,Tapu Koko,3,Sub Legendary,Land Spirit Pokémon,70,115,85,95,75,130
786,Tapu Lele,3,Sub Legendary,Land Spirit Pokémon,70,85,75,130,115,95
787,Tapu Bulu,3,Sub Legendary,Land Spirit Pokémon,70,130,115,85,95,75
788,Tapu Fini,3,Sub Legendary,Land Spirit Pokémon,70,75,115,95,130,85
789,Cosmog,45,Legendary,Nebula Pokémon,43,29,31,29,31,37
790,Cosmoem,45,Legendary,Protostar Pokémon,43,29,131,29,131,37
791,Solgaleo,45,Legendary,Sunne Pokémon,137,137,107,113,89,97
792,Lunala,45,Legendary,Moone Pokémon,137,113,89,137,107,97
793,Nihilego,45,Sub Legendary,Parasite Pokémon,109,53,47,127,131,103
794,Buzzwole,45,Sub Legendary,Swollen Pokémon,107,139,139,53,53,79
795,Pheromosa,45,Sub Legendary,Lissome Pokémon,71,137,37,137,37,151
796,Xurkitree,45,Sub Legendary,Glowing Pokémon,83,89,71,173,71,83
797,Celesteela,45,Sub Legendary,Launch Pokémon,97,101,103,107,101,61
798,Kartana,45,Sub Legendary,Drawn Sword Pokémon,59,181,131,59,31,109
799,Guzzlord,45,Sub Legendary,Junkivore Pokémon,223,101,53,97,53,43
800,Necrozma,255,Legendary,Prism Pokémon,97,107,101,127,89,79
800,Dusk Mane Necrozma,3,Legendary,Prism Pokémon,97,157,127,113,109,77
800,Dawn Wings Necrozma,3,Legendary,Prism Pokémon,97,113,109,157,127,77
800,Ultra Necrozma,3,Legendary,Prism Pokémon,97,167,97,167,97,129
801,Magearna,3,Mythical,Artificial Pokémon,80,95,115,130,115,65
802,Marshadow,3,Mythical,Gloomdweller Pokémon,90,125,80,90,90,125
803,Poipole,45,Sub Legendary,Poison Pin Pokémon,67,73,67,73,67,73
804,Naganadel,45,Sub Legendary,Poison Pin Pokémon,73,73,73,127,73,121
805,Stakataka,30,Sub Legendary,Rampart Pokémon,61,131,211,53,101,13
806,Blacephalon,30,Sub Legendary,Fireworks Pokémon,53,127,53,151,79,107
807,Zeraora,3,Mythical,Thunderclap Pokémon,88,112,75,102,80,143
808,Meltan,,Mythical,Hex Nut Pokémon,46,65,65,55,35,34
809,Melmetal,,Mythical,Hex Nut Pokémon,135,143,143,80,65,34
810,Grookey,,Normal,Chimp Pokémon,50,65,50,40,40,65
811,Thwackey,,Normal,Beat Pokémon,70,85,70,55,60,80
812,Rillaboom,,Normal,Drummer Pokémon,100,125,90,60,70,85
813,Scorbunny,,Normal,Rabbit Pokémon,50,71,40,40,40,69
814,Raboot,,Normal,Rabbit Pokémon,65,86,60,55,60,94
815,Cinderace,,Normal,Striker Pokémon,80,116,75,65,75,119
816,Sobble,,Normal,Water Lizard Pokémon,50,40,40,70,40,70
817,Drizzile,,Normal,Water lizard Pokémon,65,60,55,95,55,90
818,Inteleon,,Normal,Secret Agent Pokémon,70,85,65,125,65,120
819,Skwovet,,Normal,Cheeky Pokémon,70,55,55,35,35,25
820,Greedent,,Normal,Greedy Pokémon,120,95,95,55,75,20
821,Rookidee,,Normal,Tiny Bird Pokémon,38,47,35,33,35,57
822,Corvisquire,,Normal,Raven Pokémon,68,67,55,43,55,77
823,Corviknight,,Normal,Raven Pokémon,98,87,105,53,85,67
824,Blipbug,,Normal,Larva Pokémon,25,20,20,25,45,45
825,Dottler,,Normal,Radome Pokémon,50,35,80,50,90,30
826,Orbeetle,,Normal,Seven Spot Pokémon,60,45,110,80,120,90
827,Nickit,,Normal,Fox Pokémon,40,28,28,47,52,50
828,Thievul,,Normal,Fox Pokémon,70,58,58,87,92,90
829,Gossifleur,,Normal,Flowering Pokémon,40,40,60,40,60,10
830,Eldegoss,,Normal,Cotton Bloom Pokémon,60,50,90,80,120,60
831,Wooloo,,Normal,Sheep Pokémon,42,40,55,40,45,48
832,Dubwool,,Normal,Sheep Pokémon,72,80,100,60,90,88
833,Chewtle,,Normal,Snapping Pokémon,50,64,50,38,38,44
834,Drednaw,,Normal,Bite Pokémon,90,115,90,48,68,74
835,Yamper,,Normal,Puppy Pokémon,59,45,50,40,50,26
836,Boltund,,Normal,Dog Pokémon,69,90,60,90,60,121
837,Rolycoly,,Normal,Coal Pokémon,30,40,50,40,50,30
838,Carkol,,Normal,Coal Pokémon,80,60,90,60,70,50
839,Coalossal,,Normal,Coal Pokémon,110,80,120,80,90,30
840,Applin,,Normal,Apple Core Pokémon,40,40,80,40,40,20
841,Flapple,,Normal,Apple Wing Pokémon,70,110,80,95,60,70
842,Appletun,,Normal,Apple Nectar Pokémon,110,85,80,100,80,30
843,Silicobra,,Normal,Sand Snake Pokémon,52,57,75,35,50,46
844,Sandaconda,,Normal,Sand Snake Pokémon,72,107,125,65,70,71
845,Cramorant,,Normal,Gulp Pokémon,70,85,55,85,95,85
846,Arrokuda,,Normal,Rush Pokémon,41,63,40,40,30,66
847,Barraskewda,,Normal,Skewer Pokémon,61,123,60,60,50,136
848,Toxel,,Normal,Baby Pokémon,40,38,35,54,35,40
849,Toxtricity Low Key Form,,Normal,Punk Pokémon,75,98,70,114,70,75
849,Toxtricity Amped Form,,Normal,Punk Pokémon,75,98,70,114,70,75
850,Sizzlipede,,Normal,Radiator Pokémon,50,65,45,50,50,45
851,Centiskorch,,Normal,Radiator Pokémon,100,115,65,90,90,65
852,Clobbopus,,Normal,Tantrum Pokémon,50,68,60,50,50,32
853,Grapploct,,Normal,Tantrum Pokémon,80,118,90,70,80,42
854,Sinistea,,Normal,Black Tea Pokémon,40,45,45,74,54,50
855,Polteageist,,Normal,Black Tea Pokémon,60,65,65,134,114,70
856,Hatenna,,Normal,Calm Pokémon,42,30,45,56,53,39
857,Hattrem,,Normal,Serene Pokémon,57,40,65,86,73,49
858,Hatterene,,Normal,Silent Pokémon,57,90,95,136,103,29
859,Impidimp,,Normal,Wily Pokémon,45,45,30,55,40,50
860,Morgrem,,Normal,Devious Pokémon,65,60,45,75,55,70
861,Grimmsnarl,,Normal,Bulk Up Pokémon,95,120,65,95,75,60
862,Obstagoon,,Normal,Blocking Pokémon,93,90,101,60,81,95
863,Perrserker,,Normal,Viking Pokémon,70,110,100,50,60,50
864,Cursola,,Normal,Coral Pokémon,60,95,50,145,130,30
865,Sirfetch'd,,Normal,Wild Duck Pokémon,62,135,95,68,82,65
866,Mr. Rime,,Normal,Comedian Pokémon,80,85,75,110,100,70
867,Runerigus,,Normal,Grudge Pokémon,58,95,145,50,105,30
868,Milcery,,Normal,Cream Pokémon,45,40,40,50,61,34
869,Alcremie,,Normal,Cream Pokémon,65,60,75,110,121,64
870,Falinks,,Normal,Formation Pokémon,65,100,100,70,60,75
871,Pincurchin,,Normal,Sea Urchin Pokémon,48,101,95,91,85,15
872,Snom,,Normal,Worm Pokémon,30,25,35,45,30,20
873,Frosmoth,,Normal,Frost Moth Pokémon,70,65,60,125,90,65
874,Stonjourner,,Normal,Big Rock Pokémon,100,125,135,20,20,70
875,Eiscue Ice Face,,Normal,Penguin Pokémon,75,80,110,65,90,50
875,Eiscue Noice Face,,Normal,Penguin Pokémon,75,80,70,65,50,130
876,Indeedee Male,,Normal,Emotion Pokémon,60,65,55,105,95,95
876,Indeedee Female,,Normal,Emotion Pokémon,70,55,65,95,105,85
877,Morpeko Full Belly Mode,,Normal,Two-Sided Pokémon,58,95,58,70,58,97
877,Morpeko Hangry Mode,,Normal,Two-Sided Pokémon,58,95,58,70,58,97
878,Cufant,,Normal,Copperderm Pokémon,72,80,49,40,49,40
879,Copperajah,,Normal,Copperderm Pokémon,122,130,69,80,69,30
880,Dracozolt,,Normal,Fossil Pokémon,90,100,90,80,70,75
881,Arctozolt,,Normal,Fossil Pokémon,90,100,90,90,80,55
882,Dracovish,,Normal,Fossil Pokémon,90,90,100,70,80,75
883,Arctovish,,Normal,Fossil Pokémon,90,90,100,80,90,55
884,Duraludon,,Normal,Alloy Pokémon,70,95,115,120,50,85
885,Dreepy,,Normal,Lingering Pokémon,28,60,30,40,30,82
886,Drakloak,,Normal,Caretaker Pokémon,68,80,50,60,50,102
887,Dragapult,,Normal,Stealth Pokémon,88,120,75,100,75,142
888,Zacian Crowned Sword,,Legendary,Warrior Pokémon,92,170,115,80,115,148
888,Zacian Hero of Many Battles,,Legendary,Warrior Pokémon,92,130,115,80,115,138
889,Zamazenta Crowned Shield,,Legendary,Warrior Pokémon,92,130,145,80,145,128
889,Zamazenta Hero of Many Battles,,Legendary,Warrior Pokémon,92,130,115,80,115,138
890,Eternatus,,Legendary,Gigantic Pokémon,140,85,95,145,95,130
890,Eternatus Eternamax,,Legendary,Gigantic Pokémon,255,115,250,125,250,130
